RMS,Variance,Skewness,Kurtosis,CrestFactor,ShapeFactor,ImpulseFactor,MarginFactor,Peak1,Peak2,Peak3,PeakLocs1,PeakLocs2,PeakLocs3,FalutID
64.61558,4161.576,-0.2795858383178711,5.0947485,3.8099601,1.5321628,5.8374786,16.706745,41695.11,31772.477,27323.564,585.9375,609.375,562.5,1
65.2371,4224.808,-0.20356886088848114,4.9311485,3.773662,1.4967483,5.6482224,15.782627,42231.727,30180.818,26488.838,585.9375,609.375,562.5,1
60.778103,3690.695,-0.14441367983818054,5.542917,4.0505176,1.4989486,6.0715175,16.850069,31403.76,24007.709,20742.594,46.875,539.0625,70.3125,1
51.087334,2609.6428,0.32653310894966125,5.0206494,4.179009,1.4689016,6.1385536,15.500439,26479.645,18789.932,15145.406,46.875,70.3125,867.1875,1
51.43029,2639.8994,0.35563454031944275,4.993334,4.1511416,1.4838434,6.1596446,15.922384,27094.504,17176.834,16633.305,46.875,70.3125,867.1875,1
50.736378,2575.1587,0.28431230783462524,5.1515546,4.2079163,1.5124307,6.364182,16.73109,24093.73,19507.635,15136.11,46.875,70.3125,1570.3125,1
173.28462,30031.217,3.158543109893799,23.572021,7.1555605,2.237913,16.013521,42.639175,78099.27,69421.12,67375.02,117.1875,93.75,140.625,1
335.88702,112842.945,1.4412723779678345,9.316931,5.4268837,1.8665398,10.129495,29.06487,210825.34,158633.2,158020.31,117.1875,93.75,140.625,1
350.36118,122804.75,1.2991293668746948,8.102051,5.2026877,1.6702768,8.689929,21.370787,231771.61,162360.89,151846.61,117.1875,93.75,609.375,1
371.00632,137668.77,1.0827367305755615,6.682547,4.9131775,1.5033149,7.3860526,15.937305,242123.62,173909.98,161458.98,117.1875,585.9375,140.625,1
574.09143,329537.53,0.523067831993103,6.010287,4.0195575,1.5599287,6.2702227,17.053213,333421.78,295909.97,232295.4,632.8125,421.875,562.5,1
653.7089,427212.97,0.740868091583252,5.5946717,3.632227,1.5785488,5.733648,15.721152,428950.16,426780.72,383399.38,632.8125,421.875,609.375,1
655.1469,429416.94,0.6820195317268372,5.480808,3.6242545,1.5800332,5.7264423,15.751772,427842.84,423383.88,415077.34,632.8125,421.875,609.375,1
651.7659,425000.56,0.6881305575370789,5.571489,3.6430552,1.6076779,5.856859,16.282913,408239.75,371306.2,337982.06,609.375,632.8125,421.875,1
612.5283,375370.6,0.7467541694641113,5.2113214,3.8764236,1.5276814,5.92194,14.094373,405491.28,297991.4,256149.1,398.4375,375.0,562.5,1
573.57996,329093.56,0.17457114160060883,4.011348,3.418271,1.4544108,4.97157,12.43653,496554.62,445822.97,306349.22,421.875,398.4375,445.3125,1
570.3144,325402.38,0.22163249552249908,4.1035485,3.4378438,1.4623905,5.02747,12.590248,580515.75,426792.66,247606.17,421.875,398.4375,445.3125,1
567.08594,321721.97,0.2075377106666565,4.1712866,3.4574156,1.46844,5.0770073,12.772744,583911.0,395035.0,268077.78,421.875,398.4375,445.3125,1
546.2978,298535.5,0.33762264251708984,4.983533,3.593522,1.5352218,5.516854,14.871968,414222.6,386487.62,231324.95,421.875,398.4375,375.0,1
574.4585,329745.06,0.7287624478340149,5.705715,3.417363,1.6208965,5.5391912,15.460103,428363.38,390253.3,283905.72,421.875,445.3125,398.4375,1
582.7061,339614.3,0.6742532253265381,5.366924,3.3689935,1.5850517,5.340029,14.779115,483181.16,443385.1,265923.7,421.875,445.3125,539.0625,1
587.0264,344574.4,0.6998845934867859,5.2578807,3.344199,1.5723332,5.258195,14.471841,454231.9,399014.72,275207.72,421.875,445.3125,398.4375,1
668.8647,446052.12,1.2386113405227661,5.975106,4.1625032,1.5973837,6.649115,15.1015215,454176.75,428463.1,248820.72,445.3125,468.75,515.625,1
681.54156,464710.22,1.1518234014511108,5.7797856,4.085079,1.5455539,6.3137107,15.129512,577176.8,360009.97,296328.12,445.3125,421.875,117.1875,1
673.48584,453771.5,1.2208837270736694,6.1084495,4.133942,1.5699131,6.4899297,15.463995,558803.94,435401.66,300031.88,445.3125,421.875,117.1875,1
669.5716,448508.84,1.2306643724441528,6.2385964,4.1581087,1.5732477,6.5417347,15.456722,498795.12,433688.34,301120.8,445.3125,421.875,117.1875,1
546.55927,295543.06,0.6562339067459106,5.105787,3.3427424,1.4834837,4.958904,13.480704,325927.1,291359.9,241794.47,398.4375,468.75,421.875,1
471.4284,222280.83,0.8083306550979614,4.6249175,3.4063349,1.4528717,4.9489675,11.350123,378036.34,241101.94,212452.03,421.875,445.3125,117.1875,1
470.93814,221887.1,0.7834872603416443,4.6055813,3.409881,1.4790369,5.04334,11.926542,406490.16,252714.69,213547.6,421.875,445.3125,117.1875,1
469.86273,220728.42,0.7183803915977478,4.564665,3.4176855,1.5035822,5.138771,12.468529,406753.44,228164.72,196381.48,421.875,445.3125,93.75,1
436.80453,190517.94,0.7634292840957642,4.814277,3.6763422,1.5153109,5.5708013,13.175597,363473.1,203793.34,190675.31,421.875,445.3125,210.9375,1
356.53085,127122.1,0.4296301007270813,4.406151,3.2627068,1.4868586,4.851184,12.107854,248149.39,203031.44,193019.97,421.875,398.4375,210.9375,1
351.2331,123405.37,0.44375279545783997,4.634716,3.3119192,1.502911,4.9775195,12.458717,256691.25,225255.05,169687.25,398.4375,421.875,210.9375,1
344.13232,118467.55,0.5040274858474731,5.028021,3.3802567,1.5732608,5.3180256,14.035292,248568.22,204129.52,161708.45,398.4375,421.875,93.75,1
241.03474,58004.746,0.03634507209062576,6.632232,4.4227114,1.5779834,6.978965,17.9031,155155.52,120065.695,108893.766,398.4375,375.0,187.5,1
137.41232,18880.812,-0.7280828952789307,4.1646957,2.3126333,1.4122014,3.265904,11.53602,82421.02,75631.77,75631.36,210.9375,398.4375,187.5,1
129.311,16729.258,-0.7740390300750732,4.9606314,2.4575193,1.5110495,3.7134333,14.023364,83077.28,73652.6,67517.84,210.9375,187.5,421.875,1
127.03957,16145.801,-0.7503092288970947,5.1987457,2.5014591,1.5642043,3.9127934,15.5209675,81496.086,70314.305,66068.04,210.9375,421.875,187.5,1
88.03507,7723.9463,0.38070619106292725,4.8966346,3.4177854,1.5305501,5.231092,15.18575,44057.254,38154.863,33926.426,421.875,210.9375,375.0,1
67.01086,4218.6743,0.008832978084683418,6.1838217,4.3474603,1.5245043,6.627722,18.100346,33890.594,29322.389,26468.93,0.0,796.875,773.4375,1
63.991547,3959.2124,-0.11082787811756134,6.8735123,4.552586,1.6069224,7.3156524,21.099337,29034.414,26446.121,24027.076,796.875,773.4375,0.0,1
73.59334,5375.7812,0.37393471598625183,5.19396,3.958606,1.529608,6.055115,17.097292,29305.494,26863.705,26538.115,796.875,773.4375,23.4375,1
201.99168,40819.68,1.6560088396072388,11.457192,5.520146,1.8813337,10.385237,28.201914,114538.38,104120.08,93788.26,117.1875,140.625,93.75,1
324.68518,105463.46,0.5261768102645874,5.9390216,3.9748187,1.6554422,6.580083,19.925592,204017.89,194236.1,178538.22,117.1875,421.875,398.4375,1
330.09134,109013.055,0.51338130235672,5.5913396,3.90972,1.5465558,6.0466,16.116322,223109.45,206426.28,183687.66,421.875,117.1875,398.4375,1
331.06342,109634.75,0.5461427569389343,5.565228,3.89824,1.523134,5.937542,15.344126,244119.16,190454.16,163758.22,421.875,117.1875,445.3125,1
354.81625,125347.66,-0.10107982903718948,4.686538,3.6372762,1.5126526,5.5019355,14.566517,294150.6,225189.31,124337.18,421.875,445.3125,632.8125,1
352.10672,123986.805,-0.09189773350954056,4.661885,3.4091473,1.4964075,5.1014733,14.375585,254858.22,236715.86,139346.73,421.875,398.4375,93.75,1
355.63348,126513.086,-0.13542664051055908,4.5556736,3.3753393,1.4875082,5.020845,14.028433,292595.2,235013.03,158304.39,398.4375,421.875,93.75,1
354.351,125621.414,-0.10849723219871521,4.613201,3.3875554,1.5058069,5.101004,14.475645,292198.16,218524.47,150811.0,398.4375,421.875,93.75,1
297.54013,88423.53,0.3220144808292389,6.095332,4.034359,1.5065936,6.078139,16.665083,160480.12,155057.9,139422.14,93.75,398.4375,421.875,1
217.27338,47230.67,-0.19324550032615662,4.297859,2.8990047,1.4193264,4.114634,12.466905,132977.2,126582.336,96389.56,93.75,187.5,468.75,1
206.35628,42584.758,-0.38014864921569824,4.6144085,2.9917994,1.4729193,4.406679,14.29017,123559.11,120133.984,85647.24,187.5,93.75,210.9375,1
207.32765,43003.062,-0.39288339018821716,4.567069,2.9777822,1.4821186,4.4134264,14.548877,128028.195,116117.68,76113.28,93.75,187.5,210.9375,1
227.53917,51738.566,-0.15341722965240479,4.3227305,3.278174,1.4889094,4.880904,14.711707,155403.86,121014.26,112626.02,93.75,70.3125,421.875,1
