TempoLeituraSD,TempoNormalizacao,TempoPreProcessamento,TempoFeatTempo,TempoFFT,TempoFeatFrequencia,TempoInferencia
70243,1172,2459,6167,1819,1110,379
70193,1172,264,6167,1819,1108,379
70193,1172,7569,6166,1819,1110,382
70193,1172,680,6166,1819,1110,381
70193,1172,670,6168,1818,1111,381
76184,1172,264,6167,1819,1110,381
76184,1172,7572,6168,1818,1110,381
76184,1172,670,6167,1819,1109,381
76184,1172,672,6166,1819,1108,381
82407,1172,265,6166,1819,1111,381
82407,1172,7572,6166,1819,1105,382
82407,1172,676,6166,1819,1108,380
82407,1172,673,6167,1819,1107,378
70294,1172,263,6166,1819,1107,380
70294,1172,7564,6167,1819,1110,379
70294,1172,2457,6167,1818,1111,379
70294,1172,670,6167,1819,1109,382
70345,1173,264,6167,1819,1110,381
70345,1173,7572,6167,1818,1111,379
70345,1173,670,6167,1819,1108,381
70345,1173,672,6166,1819,1107,381
70395,1172,265,6167,1819,1109,381
70395,1172,7565,6166,1819,1105,380
70395,1172,676,6167,1819,1109,380
70395,1172,672,6167,1819,1108,379
70333,1172,264,6167,1818,1108,381
70333,1172,7568,6166,1819,1106,380
70333,1172,675,6166,1819,1111,379
70333,1172,671,6166,1818,1108,382
88796,1172,264,6167,1819,1110,383
88796,1172,7572,6166,1819,1111,379
88796,1172,670,6166,1819,1108,380
88796,1172,674,6167,1819,1108,380
70293,1172,264,6167,1819,1107,379
70293,1172,7565,6167,1819,1105,379
70293,1172,676,6168,1818,1107,380
70293,1172,674,6167,1819,1108,380
75809,1172,264,6167,1819,1105,380
75809,1172,7564,6167,1819,1110,381
75809,1172,671,6167,1819,1106,382
75809,1172,674,6167,1818,1108,382
77215,1172,264,6167,1819,1107,381
77215,1172,7566,6168,1818,1109,379
77215,1172,673,6167,1819,1111,380
77215,1172,2455,6167,1819,1113,379
70356,1172,263,6167,1819,1110,380
70356,1172,7568,6167,1819,1108,380
70356,1172,673,6167,1819,1106,382
70356,1172,676,6167,1819,1106,381
70357,1172,264,6166,1819,1107,382
70357,1172,7570,6166,1818,1109,380
70357,1172,672,6166,1819,1105,380
70357,1172,675,6167,1819,1106,380
70344,1173,264,6167,1819,1107,379
70344,1173,7566,6166,1818,1108,380
70344,1173,673,6166,1818,1108,379
70344,1173,672,6167,1819,1110,380
70357,1172,265,6167,1819,1109,379
70357,1172,7568,6167,1819,1110,380
70357,1172,2457,6166,1819,1109,379
70357,1172,672,6167,1819,1109,380
70345,1172,264,6166,1819,1109,382
70345,1172,7573,6167,1819,1107,381
70345,1172,675,6167,1819,1113,381
70345,1172,676,6167,1819,1108,380
70343,1172,264,6166,1819,1109,379
70343,1172,7566,6167,1819,1105,379
70343,1172,675,6167,1819,1106,380
70343,1172,675,6167,1819,1106,380
70355,1172,265,6167,1819,1108,379
70355,1172,7564,6167,1819,1107,382
70355,1172,674,6166,1819,1107,382
70355,1172,674,6167,1819,1107,381
82857,1172,264,6166,1819,1106,382
82857,1172,9354,6166,1819,1106,380
82857,1172,673,6166,1819,1109,379
82857,1172,671,6167,1819,1111,379
70395,1172,264,6167,1819,1111,379
70395,1172,7565,6166,1819,1103,379
70395,1172,677,6167,1819,1107,382
70395,1172,674,6166,1819,1107,379
70446,1172,264,6167,1819,1106,380
70446,1172,7570,6166,1819,1111,380
70446,1172,670,6167,1819,1108,379
70446,1172,673,6168,1818,1108,380
70456,1171,264,6166,1819,1109,380
70456,1171,7565,6167,1819,1106,379
70456,1171,676,6167,1819,1109,381
70456,1171,672,6166,1819,1110,379
79514,1173,264,6167,1819,1110,378
79514,1173,7562,6168,1818,1108,379
79514,1173,673,6166,1818,1109,380
79514,1173,672,6167,1819,1109,379
70331,1172,265,6166,1819,1109,379
70331,1172,7568,6167,1819,1111,382
70331,1172,679,6167,1819,1108,382
70331,1172,673,6166,1819,1107,382
70293,1172,263,6166,1818,1108,382
70293,1172,7572,6167,1819,1105,381
70293,1172,674,6166,1819,1103,380
70293,1172,669,6168,1818,1107,380
70292,1173,264,6167,1819,1108,379
70292,1173,7566,6167,1819,1109,379
70292,1173,671,6167,1818,1110,379
70292,1173,2456,6166,1819,1108,379
82820,1172,264,6167,1819,1106,379
82820,1172,7564,6167,1819,1109,379
82820,1172,671,6167,1818,1109,380
82820,1172,672,6166,1819,1108,380
